ts_utc;action;propiedad_id
2025-09-11T18:51:03.693507Z;insert;736
2025-09-11T18:51:03.693507Z;insert;738
2025-09-11T18:51:03.693507Z;insert;739
2025-09-11T18:51:03.693507Z;insert;742
2025-09-11T18:51:03.693507Z;insert;744
2025-09-11T18:51:03.693507Z;insert;745
2025-09-11T18:51:03.693507Z;insert;751
2025-09-11T18:51:03.693507Z;insert;754
2025-09-11T18:51:03.693507Z;insert;756
2025-09-11T18:51:03.693507Z;insert;757
2025-09-11T18:51:03.693507Z;insert;777
2025-09-11T18:51:03.693507Z;insert;781
2025-09-11T18:51:03.693507Z;insert;783
2025-09-11T18:51:03.693507Z;insert;794
2025-09-11T18:51:03.693507Z;insert;804
2025-09-11T18:51:03.693507Z;insert;814
2025-09-11T18:51:03.693507Z;insert;815
2025-09-11T18:51:03.693507Z;insert;818
2025-09-11T18:51:03.693507Z;insert;821
2025-09-11T18:51:03.693507Z;insert;823
2025-09-11T18:51:03.693507Z;insert;826
2025-09-11T18:51:03.693507Z;insert;828
2025-09-11T18:51:03.693507Z;insert;830
2025-09-11T18:51:03.693507Z;insert;840
2025-09-11T18:51:03.693507Z;insert;865
2025-09-11T18:51:03.693507Z;insert;904
2025-09-11T18:51:03.693507Z;insert;913
2025-09-11T18:51:03.693507Z;insert;922
2025-09-11T18:51:03.693507Z;insert;927
2025-09-11T18:51:03.693507Z;insert;928
2025-09-11T18:51:03.693507Z;insert;932
2025-09-11T18:51:03.693507Z;insert;967
2025-09-11T18:51:03.693507Z;insert;982
2025-09-11T18:51:03.693507Z;insert;983
2025-09-11T18:51:03.693507Z;insert;1017
2025-09-11T18:51:03.693507Z;insert;1032
2025-09-11T18:51:03.693507Z;insert;1048
2025-09-11T18:51:03.693507Z;insert;1055
2025-09-11T18:51:03.693507Z;insert;1057
2025-09-11T18:51:03.693507Z;insert;1059
2025-09-11T18:51:03.693507Z;insert;1191
2025-09-11T18:51:03.693507Z;insert;1196
2025-09-11T18:51:03.693507Z;insert;1201
2025-09-11T18:51:03.693507Z;insert;1213
2025-09-11T18:51:03.693507Z;insert;1214
2025-09-11T18:51:03.693507Z;insert;1218
2025-09-11T18:51:03.693507Z;insert;1220
2025-09-11T18:51:03.693507Z;insert;1276
2025-09-11T18:51:03.693507Z;insert;1302
2025-09-11T18:51:03.693507Z;insert;1308
2025-09-11T18:51:03.693507Z;insert;1309
2025-09-11T18:51:03.693507Z;insert;1369
2025-09-11T18:51:03.693507Z;insert;1375
2025-09-11T18:51:03.693507Z;insert;1385
2025-09-11T18:51:03.693507Z;insert;1389
2025-09-11T18:51:03.693507Z;insert;1396
2025-09-11T18:51:03.693507Z;insert;1412
2025-09-11T18:51:03.693507Z;insert;1451
2025-09-11T18:51:03.693507Z;insert;1452
2025-09-11T18:51:03.693507Z;insert;1467
2025-09-11T18:51:03.693507Z;insert;1475
2025-09-11T18:51:03.693507Z;insert;1476
2025-09-11T18:51:03.693507Z;insert;1478
2025-09-11T18:51:03.693507Z;insert;1481
2025-09-11T18:51:03.693507Z;insert;1483
2025-09-11T18:51:03.693507Z;insert;1485
2025-09-11T18:51:03.693507Z;insert;1486
2025-09-11T18:51:03.693507Z;insert;1487
2025-09-11T18:51:03.693507Z;insert;1523
2025-09-11T18:51:03.693507Z;insert;1527
2025-09-11T18:51:03.693507Z;insert;1534
2025-09-11T18:51:03.693507Z;insert;1535
2025-09-11T18:51:03.693507Z;insert;1538
2025-09-11T18:51:03.693507Z;insert;1539
2025-09-11T18:51:03.693507Z;insert;1542
2025-09-11T18:51:03.693507Z;insert;1544
2025-09-11T18:51:03.693507Z;insert;1547
2025-09-11T18:51:03.693507Z;insert;1561
2025-09-11T18:51:03.693507Z;insert;1576
2025-09-11T18:51:03.693507Z;insert;1651
2025-09-11T18:51:03.693507Z;insert;1676
2025-09-11T18:51:03.693507Z;insert;1688
2025-09-11T18:51:03.693507Z;insert;1691
2025-09-11T18:51:03.693507Z;insert;1692
2025-09-11T18:51:03.693507Z;insert;1822
2025-09-11T18:51:03.693507Z;insert;1824
2025-09-11T18:51:03.693507Z;insert;1828
2025-09-11T18:51:03.693507Z;insert;1829
2025-09-11T18:51:03.693507Z;insert;1830
2025-09-11T18:51:03.693507Z;insert;2106
2025-09-11T18:51:03.693507Z;insert;2115
2025-09-11T18:51:03.693507Z;insert;2127
2025-09-11T18:51:03.693507Z;insert;2244
2025-09-11T18:51:03.693507Z;insert;2314
2025-09-11T18:51:03.693507Z;insert;2319
2025-09-11T18:51:03.693507Z;insert;2321
2025-09-11T18:51:03.693507Z;insert;2324
2025-09-11T18:51:03.693507Z;insert;2325
2025-09-11T18:51:03.693507Z;insert;2331
2025-09-11T18:51:03.693507Z;insert;2334
2025-09-11T18:51:03.693507Z;insert;2335
2025-09-11T18:51:03.693507Z;insert;2343
2025-09-11T18:51:03.693507Z;insert;2354
2025-09-11T18:51:03.693507Z;insert;2356
2025-09-11T18:51:03.693507Z;insert;2357
2025-09-11T18:51:03.693507Z;insert;2514
2025-09-11T18:51:03.693507Z;insert;2730
2025-09-11T18:51:03.693507Z;insert;2748
2025-09-11T18:51:03.693507Z;insert;3078
2025-09-11T18:51:03.693507Z;insert;3080
2025-09-11T18:51:03.693507Z;insert;3081
2025-09-11T18:51:03.693507Z;insert;3086
2025-09-11T18:51:03.693507Z;insert;3089
2025-09-11T18:51:03.693507Z;insert;3090
2025-09-11T18:51:03.693507Z;insert;3250
2025-09-11T18:51:03.693507Z;insert;3980
2025-09-11T18:51:03.693507Z;insert;6029
2025-09-11T18:51:03.693507Z;insert;6033
2025-09-11T18:51:03.693507Z;insert;6044
2025-09-11T18:51:03.693507Z;insert;6060
2025-09-11T18:51:03.693507Z;insert;6064
2025-09-11T18:51:03.693507Z;insert;6065
2025-09-11T18:51:03.693507Z;insert;6070
2025-09-11T18:51:03.693507Z;insert;6347
2025-09-11T18:51:03.693507Z;insert;6348
2025-09-11T18:51:03.693507Z;insert;6351
2025-09-11T18:51:03.693507Z;insert;8922
2025-09-11T18:51:03.693507Z;insert;8935
2025-09-11T18:51:03.693507Z;insert;8946
2025-09-11T18:51:03.693507Z;insert;8949
2025-09-11T18:51:03.693507Z;insert;8952
2025-09-11T18:51:03.693507Z;insert;8958
2025-09-11T18:51:03.693507Z;insert;8962
2025-09-11T18:51:03.693507Z;insert;8963
2025-09-11T18:51:03.693507Z;insert;8970
2025-09-11T18:51:03.693507Z;insert;8974
2025-09-11T18:51:03.693507Z;insert;8975
2025-09-11T18:51:03.693507Z;insert;8977
2025-09-11T18:51:03.693507Z;insert;8982
2025-09-11T18:51:03.693507Z;insert;8983
2025-09-11T18:51:03.693507Z;insert;8990
2025-09-11T18:51:03.693507Z;insert;9000
2025-09-11T18:51:03.693507Z;insert;9006
2025-09-11T18:51:03.693507Z;insert;9014
2025-09-11T18:51:03.693507Z;insert;9015
2025-09-11T18:51:03.693507Z;insert;9018
2025-09-11T18:51:03.693507Z;insert;9019
2025-09-11T18:51:03.693507Z;insert;10744
2025-09-11T18:51:03.693507Z;insert;10779
2025-09-11T18:51:03.693507Z;insert;10823
2025-09-11T18:51:03.693507Z;insert;10827
2025-09-11T18:51:03.693507Z;insert;23799
2025-09-11T18:51:03.693507Z;update;2
2025-09-11T18:51:03.693507Z;update;41
2025-09-11T18:51:03.693507Z;update;168
2025-09-11T18:51:03.693507Z;update;192
2025-09-11T18:51:03.693507Z;update;268
2025-09-11T18:51:03.693507Z;update;317
2025-09-11T18:51:03.693507Z;update;382
2025-09-11T18:51:03.693507Z;update;387
2025-09-11T18:51:03.693507Z;update;508
2025-09-11T18:51:03.693507Z;update;555
2025-09-11T18:51:03.693507Z;update;556
2025-09-11T18:51:03.693507Z;update;559
2025-09-11T18:51:03.693507Z;update;598
2025-09-11T18:51:03.693507Z;update;599
2025-09-11T18:51:03.693507Z;update;601
2025-09-11T18:51:03.693507Z;update;607
2025-09-11T18:51:03.693507Z;update;880
2025-09-11T18:51:03.693507Z;update;896
2025-09-11T18:51:03.693507Z;update;1028
2025-09-11T18:51:03.693507Z;update;1058
2025-09-11T18:51:03.693507Z;update;1371
2025-09-11T18:51:03.693507Z;update;10761
2025-09-11T18:51:03.693507Z;update;10762
2025-09-11T18:51:03.693507Z;update;10812
2025-09-29T20:49:58.175575Z;insert;7
2025-09-29T20:49:58.175575Z;insert;9
2025-09-29T20:49:58.175575Z;insert;16
2025-09-29T20:49:58.175575Z;insert;27
2025-09-29T20:49:58.175575Z;insert;34
2025-09-29T20:49:58.175575Z;insert;39
2025-09-29T20:49:58.175575Z;insert;42
2025-09-29T20:49:58.175575Z;insert;46
2025-09-29T20:49:58.175575Z;insert;47
2025-09-29T20:49:58.175575Z;insert;50
2025-09-29T20:49:58.175575Z;insert;52
2025-09-29T20:49:58.175575Z;insert;64
2025-09-29T20:49:58.175575Z;insert;65
2025-09-29T20:49:58.175575Z;insert;66
2025-09-29T20:49:58.175575Z;insert;67
2025-09-29T20:49:58.175575Z;insert;68
2025-09-29T20:49:58.175575Z;insert;69
2025-09-29T20:49:58.175575Z;insert;71
2025-09-29T20:49:58.175575Z;insert;73
2025-09-29T20:49:58.175575Z;insert;75
2025-09-29T20:49:58.175575Z;insert;77
2025-09-29T20:49:58.175575Z;insert;80
2025-09-29T20:49:58.175575Z;insert;81
2025-09-29T20:49:58.175575Z;insert;82
2025-09-29T20:49:58.175575Z;insert;86
2025-09-29T20:49:58.175575Z;insert;88
2025-09-29T20:49:58.175575Z;insert;89
2025-09-29T20:49:58.175575Z;insert;90
2025-09-29T20:49:58.175575Z;insert;92
2025-09-29T20:49:58.175575Z;insert;93
2025-09-29T20:49:58.175575Z;insert;94
2025-09-29T20:49:58.175575Z;insert;95
2025-09-29T20:49:58.175575Z;insert;96
2025-09-29T20:49:58.175575Z;insert;98
2025-09-29T20:49:58.175575Z;insert;99
2025-09-29T20:49:58.175575Z;insert;100
2025-09-29T20:49:58.175575Z;insert;103
2025-09-29T20:49:58.175575Z;insert;104
2025-09-29T20:49:58.175575Z;insert;107
2025-09-29T20:49:58.175575Z;insert;108
2025-09-29T20:49:58.175575Z;insert;111
2025-09-29T20:49:58.175575Z;insert;113
2025-09-29T20:49:58.175575Z;insert;115
2025-09-29T20:49:58.175575Z;insert;117
2025-09-29T20:49:58.175575Z;insert;118
2025-09-29T20:49:58.175575Z;insert;119
2025-09-29T20:49:58.175575Z;insert;120
2025-09-29T20:49:58.175575Z;insert;122
2025-09-29T20:49:58.175575Z;insert;123
2025-09-29T20:49:58.175575Z;insert;124
2025-09-29T20:49:58.175575Z;insert;127
2025-09-29T20:49:58.175575Z;insert;128
2025-09-29T20:49:58.175575Z;insert;131
2025-09-29T20:49:58.175575Z;insert;132
2025-09-29T20:49:58.175575Z;insert;133
2025-09-29T20:49:58.175575Z;insert;136
2025-09-29T20:49:58.175575Z;insert;138
2025-09-29T20:49:58.175575Z;insert;142
2025-09-29T20:49:58.175575Z;insert;145
2025-09-29T20:49:58.175575Z;insert;146
2025-09-29T20:49:58.175575Z;insert;147
2025-09-29T20:49:58.175575Z;insert;148
2025-09-29T20:49:58.175575Z;insert;151
2025-09-29T20:49:58.175575Z;insert;152
2025-09-29T20:49:58.175575Z;insert;153
2025-09-29T20:49:58.175575Z;insert;154
2025-09-29T20:49:58.175575Z;insert;156
2025-09-29T20:49:58.175575Z;insert;159
2025-09-29T20:49:58.175575Z;insert;172
2025-09-29T20:49:58.175575Z;insert;173
2025-09-29T20:49:58.175575Z;insert;174
2025-09-29T20:49:58.175575Z;insert;178
2025-09-29T20:49:58.175575Z;insert;179
2025-09-29T20:49:58.175575Z;insert;180
2025-09-29T20:49:58.175575Z;insert;181
2025-09-29T20:49:58.175575Z;insert;183
2025-09-29T20:49:58.175575Z;insert;186
2025-09-29T20:49:58.175575Z;insert;189
2025-09-29T20:49:58.175575Z;insert;190
2025-09-29T20:49:58.175575Z;insert;191
2025-09-29T20:49:58.175575Z;insert;193
2025-09-29T20:49:58.175575Z;insert;195
2025-09-29T20:49:58.175575Z;insert;197
2025-09-29T20:49:58.175575Z;insert;198
2025-09-29T20:49:58.175575Z;insert;199
2025-09-29T20:49:58.175575Z;insert;200
2025-09-29T20:49:58.175575Z;insert;201
2025-09-29T20:49:58.175575Z;insert;203
2025-09-29T20:49:58.175575Z;insert;205
2025-09-29T20:49:58.175575Z;insert;206
2025-09-29T20:49:58.175575Z;insert;207
2025-09-29T20:49:58.175575Z;insert;208
2025-09-29T20:49:58.175575Z;insert;212
2025-09-29T20:49:58.175575Z;insert;213
2025-09-29T20:49:58.175575Z;insert;214
2025-09-29T20:49:58.175575Z;insert;215
2025-09-29T20:49:58.175575Z;insert;217
2025-09-29T20:49:58.175575Z;insert;221
2025-09-29T20:49:58.175575Z;insert;223
2025-09-29T20:49:58.175575Z;insert;224
2025-09-29T20:49:58.175575Z;insert;225
2025-09-29T20:49:58.175575Z;insert;226
2025-09-29T20:49:58.175575Z;insert;227
2025-09-29T20:49:58.175575Z;insert;228
2025-09-29T20:49:58.175575Z;insert;229
2025-09-29T20:49:58.175575Z;insert;230
2025-09-29T20:49:58.175575Z;insert;231
2025-09-29T20:49:58.175575Z;insert;232
2025-09-29T20:49:58.175575Z;insert;233
2025-09-29T20:49:58.175575Z;insert;234
2025-09-29T20:49:58.175575Z;insert;235
2025-09-29T20:49:58.175575Z;insert;237
2025-09-29T20:49:58.175575Z;insert;238
2025-09-29T20:49:58.175575Z;insert;239
2025-09-29T20:49:58.175575Z;insert;241
2025-09-29T20:49:58.175575Z;insert;244
2025-09-29T20:49:58.175575Z;insert;245
2025-09-29T20:49:58.175575Z;insert;246
2025-09-29T20:49:58.175575Z;insert;247
2025-09-29T20:49:58.175575Z;insert;250
2025-09-29T20:49:58.175575Z;insert;251
2025-09-29T20:49:58.175575Z;insert;252
2025-09-29T20:49:58.175575Z;insert;253
2025-09-29T20:49:58.175575Z;insert;254
2025-09-29T20:49:58.175575Z;insert;255
2025-09-29T20:49:58.175575Z;insert;256
2025-09-29T20:49:58.175575Z;insert;257
2025-09-29T20:49:58.175575Z;insert;258
2025-09-29T20:49:58.175575Z;insert;259
2025-09-29T20:49:58.175575Z;insert;261
2025-09-29T20:49:58.175575Z;insert;262
2025-09-29T20:49:58.175575Z;insert;263
2025-09-29T20:49:58.175575Z;insert;264
2025-09-29T20:49:58.175575Z;insert;265
2025-09-29T20:49:58.175575Z;insert;266
2025-09-29T20:49:58.175575Z;insert;267
2025-09-29T20:49:58.175575Z;insert;270
2025-09-29T20:49:58.175575Z;insert;272
2025-09-29T20:49:58.175575Z;insert;273
2025-09-29T20:49:58.175575Z;insert;274
2025-09-29T20:49:58.175575Z;insert;275
2025-09-29T20:49:58.175575Z;insert;276
2025-09-29T20:49:58.175575Z;insert;278
2025-09-29T20:49:58.175575Z;insert;280
2025-09-29T20:49:58.175575Z;insert;281
2025-09-29T20:49:58.175575Z;insert;282
2025-09-29T20:49:58.175575Z;insert;284
2025-09-29T20:49:58.175575Z;insert;285
2025-09-29T20:49:58.175575Z;insert;286
2025-09-29T20:49:58.175575Z;insert;287
2025-09-29T20:49:58.175575Z;insert;288
2025-09-29T20:49:58.175575Z;insert;289
2025-09-29T20:49:58.175575Z;insert;292
2025-09-29T20:49:58.175575Z;insert;293
2025-09-29T20:49:58.175575Z;insert;294
2025-09-29T20:49:58.175575Z;insert;295
2025-09-29T20:49:58.175575Z;insert;297
2025-09-29T20:49:58.175575Z;insert;299
2025-09-29T20:49:58.175575Z;insert;300
2025-09-29T20:49:58.175575Z;insert;301
2025-09-29T20:49:58.175575Z;insert;302
2025-09-29T20:49:58.175575Z;insert;303
2025-09-29T20:49:58.175575Z;insert;304
2025-09-29T20:49:58.175575Z;insert;306
2025-09-29T20:49:58.175575Z;insert;307
2025-09-29T20:49:58.175575Z;insert;308
2025-09-29T20:49:58.175575Z;insert;309
2025-09-29T20:49:58.175575Z;insert;310
2025-09-29T20:49:58.175575Z;insert;311
2025-09-29T20:49:58.175575Z;insert;313
2025-09-29T20:49:58.175575Z;insert;314
2025-09-29T20:49:58.175575Z;insert;321
2025-09-29T20:49:58.175575Z;insert;323
2025-09-29T20:49:58.175575Z;insert;324
2025-09-29T20:49:58.175575Z;insert;325
2025-09-29T20:49:58.175575Z;insert;326
2025-09-29T20:49:58.175575Z;insert;327
2025-09-29T20:49:58.175575Z;insert;330
2025-09-29T20:49:58.175575Z;insert;332
2025-09-29T20:49:58.175575Z;insert;335
2025-09-29T20:49:58.175575Z;insert;337
2025-09-29T20:49:58.175575Z;insert;338
2025-09-29T20:49:58.175575Z;insert;339
2025-09-29T20:49:58.175575Z;insert;340
